Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.69,Riga,2018-12-10T04:46:55.112Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-12-09T12:13:33.480Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.71,Riga,2018-12-09T11:35:11.694Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.12.84,Jūrmala,2018-12-09T10:46:14.220Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-12-09T10:16:18.482Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,82.131.20.170,Harju,2018-12-08T18:17:16.155Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,82.131.20.170,Harju,2018-12-08T18:17:16.143Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.71,Riga,2018-12-08T07:04:03.148Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-12-06T17:26:19.167Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.76,Riga,2018-12-06T04:41:20.817Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-12-04T19:32:29.968Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.66,Riga,2018-12-04T04:40:41.221Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-12-03T20:22:25.217Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.67,Riga,2018-12-03T05:47:09.916Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.67,Riga,2018-12-03T04:40:36.560Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:83d4:1680:b4ee:f907:3158:fe4f,Harju,2018-12-01T06:40:06.370Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),82.131.20.170,Harju,2018-11-30T16:53:46.040Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-28T14:40:43.556Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-27T16:49:52.751Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.72,Riga,2018-11-27T05:13:13.452Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.80,Riga,2018-11-27T04:41:17.083Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-11-26T17:20:37.657Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.66,Riga,2018-11-26T05:33:18.727Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.77,Riga,2018-11-26T04:37:12.223Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-25T18:21:01.130Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),82.131.9.13,Harju,2018-11-25T05:51:06.559Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),82.131.9.13,Harju,2018-11-23T21:27:04.016Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:83d4:1680:4c33:64b7:cbba:357d,Harju,2018-11-23T21:14:48.318Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),195.122.30.130,Riga,2018-11-23T14:28:09.527Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.75,Riga,2018-11-23T04:36:42.071Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-22T15:28:20.366Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.71,Riga,2018-11-22T04:56:48.812Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.77,Riga,2018-11-22T04:42:50.726Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-11-20T15:16:09.045Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-14T17:27:11.209Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.65,Riga,2018-11-13T04:41:19.699Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-12T17:34:31.890Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.66,Riga,2018-11-12T11:06:12.093Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.76,Riga,2018-11-12T10:14:42.988Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-11-11T19:51:49.567Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-11T18:48:56.766Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),90.191.214.64,Harju,2018-11-10T15:11:59.255Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:83d4:1680:19a7:908e:74c0:f8ee,Harju,2018-11-10T14:25:27.041Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:83d4:1680:58fe:e7df:9bd9:413d,Harju,2018-11-09T19:53:42.201Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),82.131.9.13,Harju,2018-11-09T17:12:10.873Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-11-09T04:57:46.442Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-08T16:00:18.375Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.69,Riga,2018-11-08T15:19:39.919Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.77,Riga,2018-11-08T14:29:10.478Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-11-06T15:55:25.519Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-11-01T16:36:33.137Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-31T19:59:44.404Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:83d4:1680:d5cc:7095:5152:b2ad,Harju,2018-10-26T13:30:41.334Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),82.131.9.13,Harju,2018-10-26T13:27:28.930Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:83d4:1680:e45f:b19:55e6:649e,Harju,2018-10-25T16:06:22.898Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-10-25T04:41:31.796Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-24T16:23:44.915Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-24T07:59:29.026Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.70,Riga,2018-10-23T08:12:54.422Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.80,Riga,2018-10-23T07:29:22.470Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-22T16:43:59.831Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.30.130,Riga,2018-10-22T14:00:02.773Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-22T13:43:45.319Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-17T16:18:34.515Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.72,Riga,2018-10-16T14:34:44.420Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-14T17:49:11.517Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-09T15:40:05.520Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.66,Riga,2018-10-09T15:00:25.337Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-08T14:50:48.760Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-10-02T16:51:57.685Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.68,Riga,2018-10-01T04:51:01.834Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-09-30T17:38:46.394Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-09-04T15:54:46.558Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-09-03T15:18:33.760Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.128.238,Riga,2018-08-30T15:29:39.139Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,85.253.74.189,Harju,2018-08-29T18:17:53.412Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,85.253.74.189,Harju,2018-08-29T18:17:53.390Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.128.238,Riga,2018-08-29T16:39:06.673Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.128.238,Riga,2018-08-23T18:03:07.802Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.128.238,Riga,2018-08-20T19:02:40.946Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:83d4:1680:2c04:1935:df4e:30cb,Harju,2018-08-18T12:45:06.163Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),85.253.74.189,Harju,2018-08-07T14:34:23.163Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),90.191.213.138,Harju,2018-08-06T12:10:18.015Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:83d4:1680:a1d8:c21b:9a40:6593,Harju,2018-08-06T11:22:23.631Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),90.191.213.138,Harju,2018-08-06T11:00:31.852Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:83d4:1680:a1d8:c21b:9a40:6593,Harju,2018-08-06T10:12:46.644Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),62.65.214.224,Harju,2018-08-02T12:02:04.963Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),62.65.214.224,Harju,2018-08-02T11:33:36.435Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),37.157.99.15,Harju,2018-08-02T10:10:32.642Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),62.65.214.224,Harju,2018-08-01T15:26:20.918Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),62.65.224.215,Harju,2018-08-01T14:36:31.957Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),62.65.224.215,Harju,2018-08-01T07:45:34.441Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,62.65.224.215,Harju,2018-07-18T18:42:23.429Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,62.65.224.215,Harju,2018-07-17T17:55:06.833Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,62.65.224.215,Harju,2018-07-17T17:55:06.822Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),37.157.104.160,Harju,2018-06-28T13:59:36.176Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),78.84.97.182,Riga,2018-06-21T18:25:28.122Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),78.84.97.182,Riga,2018-06-19T15:47:00.471Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),78.84.97.182,Riga,2018-06-18T13:56:06.990Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),194.204.33.90,Unknown,2018-06-17T17:17:20.171Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),146.255.180.29,Harju,2018-06-14T19:15:33.079Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),194.204.33.90,Unknown,2018-06-14T19:00:01.764Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),146.255.180.29,Harju,2018-06-14T18:54:16.989Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),194.204.33.90,Unknown,2018-06-14T15:26:55.621Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),78.84.97.182,Riga,2018-06-13T19:37:20.769Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.30.130,Riga,2018-06-13T06:02:19.016Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),37.157.103.59,Harju,2018-06-13T05:26:41.112Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),78.84.97.182,Riga,2018-06-11T15:47:59.563Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),78.84.97.182,Riga,2018-06-10T18:55:00.473Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),37.157.107.62,Harju,2018-06-10T18:28:52.561Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),194.204.33.90,Unknown,2018-06-08T14:31:03.972Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),78.84.97.182,Riga,2018-06-08T05:02:33.414Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),78.84.97.182,Riga,2018-06-04T18:30:26.817Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),37.157.106.159,Harju,2018-06-04T17:45:31.734Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),78.84.97.182,Riga,2018-06-04T12:22:09.897Z
